No,City,Location,Sample category,Sample code,Collection year,Aphid taxa,Wasp taxa,Plant species,Hamiltonella strain,Sequencing method,Sequencing date,Data source
1193,-,-,Alive aphid,3206,2011,Macrosiphum euphorbiae,NA,Buddleja sp.,231,Sanger,NA,Wu et al. 2022
1194,-,-,Alive aphid,3264,2011,Macrosiphum euphorbiae,NA,Centranthus sp.,231,Sanger,NA,Wu et al. 2022
1195,-,-,Alive aphid,3307,2011,Macrosiphum euphorbiae,NA,Cirsium sp.,231,Sanger,NA,Wu et al. 2022
1196,-,-,Alive aphid,3420,2011,Macrosiphum euphorbiae,NA,Dipsacus sp.,231,Sanger,NA,Wu et al. 2022
1197,-,-,Alive aphid,3447,2011,Periphyllus testudinaceus,NA,Acer pseudoplatanus,3448,Sanger,NA,Wu et al. 2022
1198,-,-,Alive aphid,3448,2011,Periphyllus testudinaceus,NA,Acer pseudoplatanus,3448,Sanger,NA,Wu et al. 2022
1199,-,-,Alive aphid,3451,2011,Periphyllus testudinaceus,NA,Acer pseudoplatanus,3448,Sanger,NA,Wu et al. 2022
1200,-,-,Alive aphid,3467,2011,Drepanosiphum platanoidis,NA,Acer pseudoplatanus,3467,Sanger,NA,Wu et al. 2022
1201,-,-,Alive aphid,3521,2011,Tuberculatus sp1,NA,Quercus robur,3521,Sanger,NA,Wu et al. 2022
1202,-,-,Alive aphid,3532,2011,Tuberculatus sp1,NA,Quercus robur,3521,Sanger,NA,Wu et al. 2022
1203,-,-,Alive aphid,3554,2011,Drepanosiphum aceris,NA,Acer campestre,3562,Sanger,NA,Wu et al. 2022
1204,-,-,Alive aphid,3555,2011,Drepanosiphum aceris,NA,Acer campestre,3562,Sanger,NA,Wu et al. 2022
1205,-,-,Alive aphid,3558,2011,Drepanosiphum aceris,NA,Acer campestre,3562,Sanger,NA,Wu et al. 2022
1206,-,-,Alive aphid,3560,2011,Drepanosiphum aceris,NA,Acer campestre,3562,Sanger,NA,Wu et al. 2022
1207,-,-,Alive aphid,3562,2011,Drepanosiphum aceris,NA,Acer campestre,3562,Sanger,NA,Wu et al. 2022
1208,-,-,Alive aphid,3579,2011,Periphyllus testudinaceus,NA,Acer campestre,3448,Sanger,NA,Wu et al. 2022
1209,-,-,Alive aphid,3803,2011,Periphyllus testudinaceus,NA,Acer campestre,3448,Sanger,NA,Wu et al. 2022
1210,-,-,Alive aphid,4089,2011,Hyperomyzus lactucae,NA,Sonchus asper,4089,Sanger,NA,Wu et al. 2022
1211,-,-,Alive aphid,4485,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1212,-,-,Alive aphid,4539,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1213,-,-,Alive aphid,4673,2011,Hyperomyzus lactucae,NA,Sonchus asper,4089,Sanger,NA,Wu et al. 2022
1214,-,-,Alive aphid,4962,2011,Macrosiphum euphorbiae,NA,Anthriscus sylvestris,231,Sanger,NA,Wu et al. 2022
1215,-,-,Alive aphid,4966,2011,Macrosiphum euphorbiae,NA,Geum urbanum,231,Sanger,NA,Wu et al. 2022
1216,-,-,Alive aphid,4973,2011,Macrosiphum euphorbiae,NA,Geum sp.,231,Sanger,NA,Wu et al. 2022
1217,-,-,Alive aphid,4976,2011,Hyperomyzus lactucae,NA,Sonchus asper,2184,Sanger,NA,Wu et al. 2022
1218,-,-,Alive aphid,4981,2011,Macrosiphum funestum,NA,Rubus fructicocus,4981,Sanger,NA,Wu et al. 2022
1219,-,-,Alive aphid,4984,2011,Macrosiphum euphorbiae,NA,Senecio jacobaea,1485,Sanger,NA,Wu et al. 2022
1220,-,-,Alive aphid,4985,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1221,-,-,Alive aphid,4986,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1222,-,-,Alive aphid,4988,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,3004,Sanger,NA,Wu et al. 2022
1223,-,-,Alive aphid,4990,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1224,-,-,Alive aphid,4993,2011,Cavariella pastinacae,NA,Heracleum sphondylium,1473,Sanger,NA,Wu et al. 2022
1225,-,-,Alive aphid,4996,2011,Drepanosiphum aceris,NA,Acer campestre,3562,Sanger,NA,Wu et al. 2022
1226,-,-,Alive aphid,4997,2011,Cavariella pastinacae,NA,Heracleum heracleum,1473,Sanger,NA,Wu et al. 2022
1227,-,-,Alive aphid,4998,2011,Cavariella pastinacae,NA,Heracleum sphondylium,1473,Sanger,NA,Wu et al. 2022
1228,-,-,Alive aphid,4999,2011,Sitobion fragariae,NA,Rubus fructicocus,1485,Sanger,NA,Wu et al. 2022
1229,-,-,Alive aphid,5005,2011,Macrosiphum rosae,NA,Dipsacus sp.,231,Sanger,NA,Wu et al. 2022
1230,-,-,Alive aphid,5007,2011,Cavariella pastinacae,NA,Heracleum sphondylium,1473,Sanger,NA,Wu et al. 2022
1231,-,-,Alive aphid,5012,2011,Macrosiphum euphorbiae,NA,Onopordum acanthium,231,Sanger,NA,Wu et al. 2022
1232,-,-,Alive aphid,5017,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,2687,Sanger,NA,Wu et al. 2022
1233,-,-,Alive aphid,5020,2011,Macrosiphum albifrons,NA,Lupinus sp.,231,Sanger,NA,Wu et al. 2022
1234,-,-,Alive aphid,5032,2011,Aphis fabae,NA,Rumex sp.,5032,Sanger,NA,Wu et al. 2022
1235,-,-,Alive aphid,5033,2011,Aphis fabae,NA,Rumex sp.,5032,Sanger,NA,Wu et al. 2022
1236,-,-,Alive aphid,5034,2011,Macrosiphum rosae,NA,Dipsacus sp.,231,Sanger,NA,Wu et al. 2022
1237,-,-,Alive aphid,5035,2011,Macrosiphum rosae,NA,Dipsacus sp.,231,Sanger,NA,Wu et al. 2022
1238,-,-,Alive aphid,5044,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1239,-,-,Alive aphid,5045,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1240,-,-,Alive aphid,5046,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1241,-,-,Alive aphid,5047,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1242,-,-,Alive aphid,5048,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1243,-,-,Alive aphid,5049,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1244,-,-,Alive aphid,5050,2011,Macrosiphum albifrons,NA,Lupinus sp.,231,Sanger,NA,Wu et al. 2022
1245,-,-,Alive aphid,5054,2011,Macrosiphum sp,NA,Geum urbanum,231,Sanger,NA,Wu et al. 2022
1246,-,-,Alive aphid,5056,2011,Macrosiphum euphorbiae,NA,Anthriscus sylvestris,231,Sanger,NA,Wu et al. 2022
1247,-,-,Alive aphid,5062,2011,Macrosiphum euphorbiae,NA,Anthriscus sylvestris,1516,Sanger,NA,Wu et al. 2022
1248,-,-,Alive aphid,5063,2011,Periphyllus testudinaceus,NA,Acer pseudoplatanus,3448,Sanger,NA,Wu et al. 2022
1249,-,-,Alive aphid,5064,2011,Periphyllus testudinaceus,NA,Acer campestre,3448,Sanger,NA,Wu et al. 2022
1250,-,-,Alive aphid,5065,2011,Periphyllus testudinaceus,NA,Acer campestre,3448,Sanger,NA,Wu et al. 2022
1251,-,-,Alive aphid,5067,2011,Periphyllus testudinaceus,NA,Acer campestre,3448,Sanger,NA,Wu et al. 2022
1252,-,-,Alive aphid,5068,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1253,-,-,Alive aphid,5073,2011,Macrosiphum sp,NA,Cirsium arvense,231,Sanger,NA,Wu et al. 2022
1254,-,-,Alive aphid,5076,2011,Macrosiphoniella artemisiae,NA,Artemisia vulgaris,3004,Sanger,NA,Wu et al. 2022
1255,-,-,Alive aphid,5088,2011,Drepanosiphum aceris,NA,Acer campestre,5088,Sanger,NA,Wu et al. 2022
1256,-,-,Alive aphid,5089,2011,Periphyllus lyropictus,NA,Acer platanoides,2578,Sanger,NA,Wu et al. 2022
1257,-,-,Alive aphid,5090,2011,Drepanosiphum aceris,NA,Acer campestre,5088,Sanger,NA,Wu et al. 2022
